target_observation_id,source_id,canonical_accession,laboratory_anchor,measurement_batch_id,source_analysis_unit_id,source_measurement_id,source_identifier,source_asset_id,source_worksheet,source_row,source_coordinate,author_quantity_type,author_numeric_value,author_value_state,rank_percentile_descending,measurement_batch_positive_protein_count,rank_target_eligible,common_rank_target_member
R3:PMC9633814:Final Prot:3046:replicate_1,PMC9633814_MSU_MULTICORE,O00151,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_1,PMC9633814:Final Prot:3046,PMC9633814:Final Prot:3046:replicate_1,O00151,supplementary_data_1_xlsx,Final Prot,3046,Final Prot!G3046,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000338617669880899,POSITIVE_QUANTIFIED,0.83586206896551729,726,true,true
R3:PMC9633814:Final Prot:3046:replicate_2,PMC9633814_MSU_MULTICORE,O00151,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_2,PMC9633814:Final Prot:3046,PMC9633814:Final Prot:3046:replicate_2,O00151,supplementary_data_1_xlsx,Final Prot,3046,Final Prot!H3046,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00033530280983495398,POSITIVE_QUANTIFIED,0.83955739972337484,724,true,true
R3:PMC9633814:Final Prot:3046:replicate_3,PMC9633814_MSU_MULTICORE,O00151,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_3,PMC9633814:Final Prot:3046,PMC9633814:Final Prot:3046:replicate_3,O00151,supplementary_data_1_xlsx,Final Prot,3046,Final Prot!I3046,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00030527221096543402,POSITIVE_QUANTIFIED,0.82990397805212623,730,true,true
R3:PMC9633814:Final Prot:3050:replicate_1,PMC9633814_MSU_MULTICORE,P52907,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_1,PMC9633814:Final Prot:3050,PMC9633814:Final Prot:3050:replicate_1,P52907,supplementary_data_1_xlsx,Final Prot,3050,Final Prot!G3050,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000155781440206919,POSITIVE_QUANTIFIED,0.74620689655172412,726,true,true
R3:PMC9633814:Final Prot:3050:replicate_2,PMC9633814_MSU_MULTICORE,P52907,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_2,PMC9633814:Final Prot:3050,PMC9633814:Final Prot:3050:replicate_2,P52907,supplementary_data_1_xlsx,Final Prot,3050,Final Prot!H3050,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00014588527915339501,POSITIVE_QUANTIFIED,0.73305670816044255,724,true,true
R3:PMC9633814:Final Prot:3050:replicate_3,PMC9633814_MSU_MULTICORE,P52907,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_3,PMC9633814:Final Prot:3050,PMC9633814:Final Prot:3050:replicate_3,P52907,supplementary_data_1_xlsx,Final Prot,3050,Final Prot!I3050,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00013933910418643101,POSITIVE_QUANTIFIED,0.72839506172839508,730,true,true
R3:PMC9633814:Final Prot:3056:replicate_1,PMC9633814_MSU_MULTICORE,P04004,Michigan State University-led multi-core study,PMC9633814:core_3:technical_replicate_1,PMC9633814:Final Prot:3056,PMC9633814:Final Prot:3056:replicate_1,P04004,supplementary_data_1_xlsx,Final Prot,3056,Final Prot!G3056,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.017016967902608902,POSITIVE_QUANTIFIED,0.97546012269938653,490,true,true
R3:PMC9633814:Final Prot:3056:replicate_2,PMC9633814_MSU_MULTICORE,P04004,Michigan State University-led multi-core study,PMC9633814:core_3:technical_replicate_2,PMC9633814:Final Prot:3056,PMC9633814:Final Prot:3056:replicate_2,P04004,supplementary_data_1_xlsx,Final Prot,3056,Final Prot!H3056,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.017211484001782799,POSITIVE_QUANTIFIED,0.97546012269938653,490,true,true
R3:PMC9633814:Final Prot:3056:replicate_3,PMC9633814_MSU_MULTICORE,P04004,Michigan State University-led multi-core study,PMC9633814:core_3:technical_replicate_3,PMC9633814:Final Prot:3056,PMC9633814:Final Prot:3056:replicate_3,P04004,supplementary_data_1_xlsx,Final Prot,3056,Final Prot!I3056,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.016430220501786299,POSITIVE_QUANTIFIED,0.97556008146639506,492,true,true
R3:PMC9633814:Final Prot:3072:replicate_1,PMC9633814_MSU_MULTICORE,P10809,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_1,PMC9633814:Final Prot:3072,PMC9633814:Final Prot:3072:replicate_1,P10809,supplementary_data_1_xlsx,Final Prot,3072,Final Prot!G3072,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00025228884471527601,POSITIVE_QUANTIFIED,0.81284916201117319,717,true,true
R3:PMC9633814:Final Prot:3072:replicate_2,PMC9633814_MSU_MULTICORE,P10809,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_2,PMC9633814:Final Prot:3072,PMC9633814:Final Prot:3072:replicate_2,P10809,supplementary_data_1_xlsx,Final Prot,3072,Final Prot!H3072,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000169543899306376,POSITIVE_QUANTIFIED,0.78540772532188841,700,true,true
R3:PMC9633814:Final Prot:3072:replicate_3,PMC9633814_MSU_MULTICORE,P10809,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_3,PMC9633814:Final Prot:3072,PMC9633814:Final Prot:3072:replicate_3,P10809,supplementary_data_1_xlsx,Final Prot,3072,Final Prot!I3072,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00018700695405425899,POSITIVE_QUANTIFIED,0.79691876750700286,715,true,true
R3:PMC9633814:Final Prot:3076:replicate_1,PMC9633814_MSU_MULTICORE,P16615,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_1,PMC9633814:Final Prot:3076,PMC9633814:Final Prot:3076:replicate_1,P16615,supplementary_data_1_xlsx,Final Prot,3076,Final Prot!G3076,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00010796792759629201,POSITIVE_QUANTIFIED,0.73603351955307261,717,true,true
R3:PMC9633814:Final Prot:3076:replicate_2,PMC9633814_MSU_MULTICORE,P16615,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_2,PMC9633814:Final Prot:3076,PMC9633814:Final Prot:3076:replicate_2,P16615,supplementary_data_1_xlsx,Final Prot,3076,Final Prot!H3076,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000103981026166739,POSITIVE_QUANTIFIED,0.72389127324749647,700,true,true
R3:PMC9633814:Final Prot:3076:replicate_3,PMC9633814_MSU_MULTICORE,P16615,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_3,PMC9633814:Final Prot:3076,PMC9633814:Final Prot:3076:replicate_3,P16615,supplementary_data_1_xlsx,Final Prot,3076,Final Prot!I3076,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000112770462326422,POSITIVE_QUANTIFIED,0.73949579831932777,715,true,true
R3:PMC9633814:Final Prot:3079:replicate_1,PMC9633814_MSU_MULTICORE,P55072,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_1,PMC9633814:Final Prot:3079,PMC9633814:Final Prot:3079:replicate_1,P55072,supplementary_data_1_xlsx,Final Prot,3079,Final Prot!G3079,SEMIQUANTITATIVE_PROTEIN_INTENSITY,4.3351175262581702e-05,POSITIVE_QUANTIFIED,0.57960893854748607,717,true,true
R3:PMC9633814:Final Prot:3079:replicate_2,PMC9633814_MSU_MULTICORE,P55072,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_2,PMC9633814:Final Prot:3079,PMC9633814:Final Prot:3079:replicate_2,P55072,supplementary_data_1_xlsx,Final Prot,3079,Final Prot!H3079,SEMIQUANTITATIVE_PROTEIN_INTENSITY,4.4050184147753097e-05,POSITIVE_QUANTIFIED,0.60228898426323318,700,true,true
R3:PMC9633814:Final Prot:3079:replicate_3,PMC9633814_MSU_MULTICORE,P55072,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_3,PMC9633814:Final Prot:3079,PMC9633814:Final Prot:3079:replicate_3,P55072,supplementary_data_1_xlsx,Final Prot,3079,Final Prot!I3079,SEMIQUANTITATIVE_PROTEIN_INTENSITY,4.5890063425530598e-05,POSITIVE_QUANTIFIED,0.61204481792717091,715,true,true
R3:PMC9633814:Final Prot:3081:replicate_1,PMC9633814_MSU_MULTICORE,O00187,Michigan State University-led multi-core study,PMC9633814:core_6:technical_replicate_1,PMC9633814:Final Prot:3081,PMC9633814:Final Prot:3081:replicate_1,O00187,supplementary_data_1_xlsx,Final Prot,3081,Final Prot!G3081,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000588928335935033,POSITIVE_QUANTIFIED,0.78553615960099754,402,true,true
R3:PMC9633814:Final Prot:3081:replicate_2,PMC9633814_MSU_MULTICORE,O00187,Michigan State University-led multi-core study,PMC9633814:core_6:technical_replicate_2,PMC9633814:Final Prot:3081,PMC9633814:Final Prot:3081:replicate_2,O00187,supplementary_data_1_xlsx,Final Prot,3081,Final Prot!H3081,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00068836703838328001,POSITIVE_QUANTIFIED,0.80825242718446599,413,true,true
R3:PMC9633814:Final Prot:3081:replicate_3,PMC9633814_MSU_MULTICORE,O00187,Michigan State University-led multi-core study,PMC9633814:core_6:technical_replicate_3,PMC9633814:Final Prot:3081,PMC9633814:Final Prot:3081:replicate_3,O00187,supplementary_data_1_xlsx,Final Prot,3081,Final Prot!I3081,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00068256723001836896,POSITIVE_QUANTIFIED,0.80487804878048785,411,true,true
R3:PMC9633814:Final Prot:3100:replicate_1,PMC9633814_MSU_MULTICORE,P26038,Michigan State University-led multi-core study,PMC9633814:core_12:technical_replicate_1,PMC9633814:Final Prot:3100,PMC9633814:Final Prot:3100:replicate_1,P26038,supplementary_data_1_xlsx,Final Prot,3100,Final Prot!G3100,SEMIQUANTITATIVE_PROTEIN_INTENSITY,9.1489837943786601e-05,POSITIVE_QUANTIFIED,0.69594594594594594,741,true,true
R3:PMC9633814:Final Prot:3100:replicate_2,PMC9633814_MSU_MULTICORE,P26038,Michigan State University-led multi-core study,PMC9633814:core_12:technical_replicate_2,PMC9633814:Final Prot:3100,PMC9633814:Final Prot:3100:replicate_2,P26038,supplementary_data_1_xlsx,Final Prot,3100,Final Prot!H3100,SEMIQUANTITATIVE_PROTEIN_INTENSITY,9.3519756380252699e-05,POSITIVE_QUANTIFIED,0.71232876712328763,804,true,true
R3:PMC9633814:Final Prot:3100:replicate_3,PMC9633814_MSU_MULTICORE,P26038,Michigan State University-led multi-core study,PMC9633814:core_12:technical_replicate_3,PMC9633814:Final Prot:3100,PMC9633814:Final Prot:3100:replicate_3,P26038,supplementary_data_1_xlsx,Final Prot,3100,Final Prot!I3100,SEMIQUANTITATIVE_PROTEIN_INTENSITY,6.8867211556999502e-05,POSITIVE_QUANTIFIED,0.65921052631578947,761,true,true
R3:PMC9633814:Final Prot:3104:replicate_1,PMC9633814_MSU_MULTICORE,P11021,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_1,PMC9633814:Final Prot:3104,PMC9633814:Final Prot:3104:replicate_1,P11021,supplementary_data_1_xlsx,Final Prot,3104,Final Prot!G3104,SEMIQUANTITATIVE_PROTEIN_INTENSITY,8.6966695016262702e-05,POSITIVE_QUANTIFIED,0.68194444444444446,721,true,true
R3:PMC9633814:Final Prot:3104:replicate_2,PMC9633814_MSU_MULTICORE,P11021,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_2,PMC9633814:Final Prot:3104,PMC9633814:Final Prot:3104:replicate_2,P11021,supplementary_data_1_xlsx,Final Prot,3104,Final Prot!H3104,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000115939711655437,POSITIVE_QUANTIFIED,0.72083333333333333,721,true,true
R3:PMC9633814:Final Prot:3104:replicate_3,PMC9633814_MSU_MULTICORE,P11021,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_3,PMC9633814:Final Prot:3104,PMC9633814:Final Prot:3104:replicate_3,P11021,supplementary_data_1_xlsx,Final Prot,3104,Final Prot!I3104,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000116672207014413,POSITIVE_QUANTIFIED,0.71944444444444444,721,true,true
R3:PMC9633814:Final Prot:3108:replicate_1,PMC9633814_MSU_MULTICORE,Q9HDC9,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_1,PMC9633814:Final Prot:3108,PMC9633814:Final Prot:3108:replicate_1,Q9HDC9,supplementary_data_1_xlsx,Final Prot,3108,Final Prot!G3108,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00037653773204892601,POSITIVE_QUANTIFIED,0.8569444444444444,721,true,true
R3:PMC9633814:Final Prot:3108:replicate_2,PMC9633814_MSU_MULTICORE,Q9HDC9,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_2,PMC9633814:Final Prot:3108,PMC9633814:Final Prot:3108:replicate_2,Q9HDC9,supplementary_data_1_xlsx,Final Prot,3108,Final Prot!H3108,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00040254515565248502,POSITIVE_QUANTIFIED,0.85972222222222228,721,true,true
R3:PMC9633814:Final Prot:3108:replicate_3,PMC9633814_MSU_MULTICORE,Q9HDC9,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_3,PMC9633814:Final Prot:3108,PMC9633814:Final Prot:3108:replicate_3,Q9HDC9,supplementary_data_1_xlsx,Final Prot,3108,Final Prot!I3108,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00040272452004917698,POSITIVE_QUANTIFIED,0.86111111111111116,721,true,true
R3:PMC9633814:Final Prot:3117:replicate_1,PMC9633814_MSU_MULTICORE,Q9H4B7,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_1,PMC9633814:Final Prot:3117,PMC9633814:Final Prot:3117:replicate_1,Q9H4B7,supplementary_data_1_xlsx,Final Prot,3117,Final Prot!G3117,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000301224656580215,POSITIVE_QUANTIFIED,0.83611111111111114,721,true,true
R3:PMC9633814:Final Prot:3117:replicate_2,PMC9633814_MSU_MULTICORE,Q9H4B7,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_2,PMC9633814:Final Prot:3117,PMC9633814:Final Prot:3117:replicate_2,Q9H4B7,supplementary_data_1_xlsx,Final Prot,3117,Final Prot!H3117,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00029457468430052502,POSITIVE_QUANTIFIED,0.8305555555555556,721,true,true
R3:PMC9633814:Final Prot:3117:replicate_3,PMC9633814_MSU_MULTICORE,Q9H4B7,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_3,PMC9633814:Final Prot:3117,PMC9633814:Final Prot:3117:replicate_3,Q9H4B7,supplementary_data_1_xlsx,Final Prot,3117,Final Prot!I3117,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000284874022069954,POSITIVE_QUANTIFIED,0.82638888888888884,721,true,true
R3:PMC9633814:Final Prot:3119:replicate_1,PMC9633814_MSU_MULTICORE,O00187,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_1,PMC9633814:Final Prot:3119,PMC9633814:Final Prot:3119:replicate_1,O00187,supplementary_data_1_xlsx,Final Prot,3119,Final Prot!G3119,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00071371211264719195,POSITIVE_QUANTIFIED,0.90000000000000002,721,true,true
R3:PMC9633814:Final Prot:3119:replicate_2,PMC9633814_MSU_MULTICORE,O00187,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_2,PMC9633814:Final Prot:3119,PMC9633814:Final Prot:3119:replicate_2,O00187,supplementary_data_1_xlsx,Final Prot,3119,Final Prot!H3119,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00054068079494074103,POSITIVE_QUANTIFIED,0.88055555555555554,721,true,true
R3:PMC9633814:Final Prot:3119:replicate_3,PMC9633814_MSU_MULTICORE,O00187,Michigan State University-led multi-core study,PMC9633814:core_11:technical_replicate_3,PMC9633814:Final Prot:3119,PMC9633814:Final Prot:3119:replicate_3,O00187,supplementary_data_1_xlsx,Final Prot,3119,Final Prot!I3119,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00053632573080709901,POSITIVE_QUANTIFIED,0.88194444444444442,721,true,true
R3:PMC9633814:Final Prot:3130:replicate_1,PMC9633814_MSU_MULTICORE,Q9H4B7,Michigan State University-led multi-core study,PMC9633814:core_10:technical_replicate_1,PMC9633814:Final Prot:3130,PMC9633814:Final Prot:3130:replicate_1,Q9H4B7,supplementary_data_1_xlsx,Final Prot,3130,Final Prot!G3130,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.0029407926236640399,POSITIVE_QUANTIFIED,0.94762684124386254,612,true,true
R3:PMC9633814:Final Prot:3130:replicate_2,PMC9633814_MSU_MULTICORE,Q9H4B7,Michigan State University-led multi-core study,PMC9633814:core_10:technical_replicate_2,PMC9633814:Final Prot:3130,PMC9633814:Final Prot:3130:replicate_2,Q9H4B7,supplementary_data_1_xlsx,Final Prot,3130,Final Prot!H3130,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00297582672711985,POSITIVE_QUANTIFIED,0.94138543516873885,564,true,true
R3:PMC9633814:Final Prot:3130:replicate_3,PMC9633814_MSU_MULTICORE,Q9H4B7,Michigan State University-led multi-core study,PMC9633814:core_10:technical_replicate_3,PMC9633814:Final Prot:3130,PMC9633814:Final Prot:3130:replicate_3,Q9H4B7,supplementary_data_1_xlsx,Final Prot,3130,Final Prot!I3130,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00339366852380177,POSITIVE_QUANTIFIED,0.93446088794926008,474,true,true
R3:PMC9633814:Final Prot:3133:replicate_1,PMC9633814_MSU_MULTICORE,Q7Z406,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_1,PMC9633814:Final Prot:3133,PMC9633814:Final Prot:3133:replicate_1,Q7Z406,supplementary_data_1_xlsx,Final Prot,3133,Final Prot!G3133,SEMIQUANTITATIVE_PROTEIN_INTENSITY,7.2261382701181597e-06,POSITIVE_QUANTIFIED,0.14620689655172414,726,true,true
R3:PMC9633814:Final Prot:3133:replicate_2,PMC9633814_MSU_MULTICORE,Q7Z406,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_2,PMC9633814:Final Prot:3133,PMC9633814:Final Prot:3133:replicate_2,Q7Z406,supplementary_data_1_xlsx,Final Prot,3133,Final Prot!H3133,SEMIQUANTITATIVE_PROTEIN_INTENSITY,7.2896785741126497e-06,POSITIVE_QUANTIFIED,0.14799446749654219,724,true,true
R3:PMC9633814:Final Prot:3133:replicate_3,PMC9633814_MSU_MULTICORE,Q7Z406,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_3,PMC9633814:Final Prot:3133,PMC9633814:Final Prot:3133:replicate_3,Q7Z406,supplementary_data_1_xlsx,Final Prot,3133,Final Prot!I3133,SEMIQUANTITATIVE_PROTEIN_INTENSITY,,AUTHOR_NA,,,false,true
R3:PMC9633814:Final Prot:3142:replicate_1,PMC9633814_MSU_MULTICORE,Q15404,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_1,PMC9633814:Final Prot:3142,PMC9633814:Final Prot:3142:replicate_1,Q15404,supplementary_data_1_xlsx,Final Prot,3142,Final Prot!G3142,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00044152216669143699,POSITIVE_QUANTIFIED,0.85241379310344823,726,true,true
R3:PMC9633814:Final Prot:3142:replicate_2,PMC9633814_MSU_MULTICORE,Q15404,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_2,PMC9633814:Final Prot:3142,PMC9633814:Final Prot:3142:replicate_2,Q15404,supplementary_data_1_xlsx,Final Prot,3142,Final Prot!H3142,SEMIQUANTITATIVE_PROTEIN_INTENSITY,8.2755664472108903e-05,POSITIVE_QUANTIFIED,0.63208852005532501,724,true,true
R3:PMC9633814:Final Prot:3142:replicate_3,PMC9633814_MSU_MULTICORE,Q15404,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_3,PMC9633814:Final Prot:3142,PMC9633814:Final Prot:3142:replicate_3,Q15404,supplementary_data_1_xlsx,Final Prot,3142,Final Prot!I3142,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00021180427133329899,POSITIVE_QUANTIFIED,0.79149519890260633,730,true,true
R3:PMC9633814:Final Prot:3144:replicate_1,PMC9633814_MSU_MULTICORE,P53396,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_1,PMC9633814:Final Prot:3144,PMC9633814:Final Prot:3144:replicate_1,P53396,supplementary_data_1_xlsx,Final Prot,3144,Final Prot!G3144,SEMIQUANTITATIVE_PROTEIN_INTENSITY,4.9716121340761098e-05,POSITIVE_QUANTIFIED,0.54482758620689653,726,true,true
R3:PMC9633814:Final Prot:3144:replicate_2,PMC9633814_MSU_MULTICORE,P53396,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_2,PMC9633814:Final Prot:3144,PMC9633814:Final Prot:3144:replicate_2,P53396,supplementary_data_1_xlsx,Final Prot,3144,Final Prot!H3144,SEMIQUANTITATIVE_PROTEIN_INTENSITY,2.9420944412892399e-05,POSITIVE_QUANTIFIED,0.44121715076071921,724,true,true
R3:PMC9633814:Final Prot:3144:replicate_3,PMC9633814_MSU_MULTICORE,P53396,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_3,PMC9633814:Final Prot:3144,PMC9633814:Final Prot:3144:replicate_3,P53396,supplementary_data_1_xlsx,Final Prot,3144,Final Prot!I3144,SEMIQUANTITATIVE_PROTEIN_INTENSITY,3.8660308563239798e-05,POSITIVE_QUANTIFIED,0.49657064471879286,730,true,true
R3:PMC9633814:Final Prot:3156:replicate_1,PMC9633814_MSU_MULTICORE,P00387,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_1,PMC9633814:Final Prot:3156,PMC9633814:Final Prot:3156:replicate_1,P00387,supplementary_data_1_xlsx,Final Prot,3156,Final Prot!G3156,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00027016284049639298,POSITIVE_QUANTIFIED,0.81983240223463683,717,true,true
R3:PMC9633814:Final Prot:3156:replicate_2,PMC9633814_MSU_MULTICORE,P00387,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_2,PMC9633814:Final Prot:3156,PMC9633814:Final Prot:3156:replicate_2,P00387,supplementary_data_1_xlsx,Final Prot,3156,Final Prot!H3156,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00019145574105972901,POSITIVE_QUANTIFIED,0.79828326180257514,700,true,true
R3:PMC9633814:Final Prot:3156:replicate_3,PMC9633814_MSU_MULTICORE,P00387,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_3,PMC9633814:Final Prot:3156,PMC9633814:Final Prot:3156:replicate_3,P00387,supplementary_data_1_xlsx,Final Prot,3156,Final Prot!I3156,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00020192045258785301,POSITIVE_QUANTIFIED,0.80532212885154064,715,true,true
R3:PMC9633814:Final Prot:3164:replicate_1,PMC9633814_MSU_MULTICORE,P05556,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_1,PMC9633814:Final Prot:3164,PMC9633814:Final Prot:3164:replicate_1,P05556,supplementary_data_1_xlsx,Final Prot,3164,Final Prot!G3164,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00021794209885247199,POSITIVE_QUANTIFIED,0.80027932960893855,717,true,true
R3:PMC9633814:Final Prot:3164:replicate_2,PMC9633814_MSU_MULTICORE,P05556,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_2,PMC9633814:Final Prot:3164,PMC9633814:Final Prot:3164:replicate_2,P05556,supplementary_data_1_xlsx,Final Prot,3164,Final Prot!H3164,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000205588528338916,POSITIVE_QUANTIFIED,0.80257510729613735,700,true,true
R3:PMC9633814:Final Prot:3164:replicate_3,PMC9633814_MSU_MULTICORE,P05556,Michigan State University-led multi-core study,PMC9633814:core_5:technical_replicate_3,PMC9633814:Final Prot:3164,PMC9633814:Final Prot:3164:replicate_3,P05556,supplementary_data_1_xlsx,Final Prot,3164,Final Prot!I3164,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00021579192551666001,POSITIVE_QUANTIFIED,0.8081232492997199,715,true,true
R3:PMC9633814:Final Prot:3182:replicate_1,PMC9633814_MSU_MULTICORE,P16615,Michigan State University-led multi-core study,PMC9633814:core_7:technical_replicate_1,PMC9633814:Final Prot:3182,PMC9633814:Final Prot:3182:replicate_1,P16615,supplementary_data_1_xlsx,Final Prot,3182,Final Prot!G3182,SEMIQUANTITATIVE_PROTEIN_INTENSITY,9.5089164791382495e-05,POSITIVE_QUANTIFIED,0.70474137931034486,465,true,true
R3:PMC9633814:Final Prot:3182:replicate_2,PMC9633814_MSU_MULTICORE,P16615,Michigan State University-led multi-core study,PMC9633814:core_7:technical_replicate_2,PMC9633814:Final Prot:3182,PMC9633814:Final Prot:3182:replicate_2,P16615,supplementary_data_1_xlsx,Final Prot,3182,Final Prot!H3182,SEMIQUANTITATIVE_PROTEIN_INTENSITY,8.1313463229416494e-05,POSITIVE_QUANTIFIED,0.68478260869565222,461,true,true
R3:PMC9633814:Final Prot:3182:replicate_3,PMC9633814_MSU_MULTICORE,P16615,Michigan State University-led multi-core study,PMC9633814:core_7:technical_replicate_3,PMC9633814:Final Prot:3182,PMC9633814:Final Prot:3182:replicate_3,P16615,supplementary_data_1_xlsx,Final Prot,3182,Final Prot!I3182,SEMIQUANTITATIVE_PROTEIN_INTENSITY,8.2916306587086993e-05,POSITIVE_QUANTIFIED,0.69146608315098468,458,true,true
R3:PMC9633814:Final Prot:3186:replicate_1,PMC9633814_MSU_MULTICORE,P06576,Michigan State University-led multi-core study,PMC9633814:core_9:technical_replicate_1,PMC9633814:Final Prot:3186,PMC9633814:Final Prot:3186:replicate_1,P06576,supplementary_data_1_xlsx,Final Prot,3186,Final Prot!G3186,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.000234057298272796,POSITIVE_QUANTIFIED,0.78534923339011931,588,true,true
R3:PMC9633814:Final Prot:3186:replicate_2,PMC9633814_MSU_MULTICORE,P06576,Michigan State University-led multi-core study,PMC9633814:core_9:technical_replicate_2,PMC9633814:Final Prot:3186,PMC9633814:Final Prot:3186:replicate_2,P06576,supplementary_data_1_xlsx,Final Prot,3186,Final Prot!H3186,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00023597315911109501,POSITIVE_QUANTIFIED,0.7903780068728522,583,true,true
R3:PMC9633814:Final Prot:3186:replicate_3,PMC9633814_MSU_MULTICORE,P06576,Michigan State University-led multi-core study,PMC9633814:core_9:technical_replicate_3,PMC9633814:Final Prot:3186,PMC9633814:Final Prot:3186:replicate_3,P06576,supplementary_data_1_xlsx,Final Prot,3186,Final Prot!I3186,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00023091298003785201,POSITIVE_QUANTIFIED,0.78559176672384223,584,true,true
R3:PMC9633814:Final Prot:3199:replicate_1,PMC9633814_MSU_MULTICORE,O00187,Michigan State University-led multi-core study,PMC9633814:core_2:technical_replicate_1,PMC9633814:Final Prot:3199,PMC9633814:Final Prot:3199:replicate_1,O00187,supplementary_data_1_xlsx,Final Prot,3199,Final Prot!G3199,SEMIQUANTITATIVE_PROTEIN_INTENSITY,0.00052358384333391203,POSITIVE_QUANTIFIED,0.87172413793103454,726,true,true
